subject,condition,story_id,story,test_story_id,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
422,0,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,1,"I'm having 5 guests over for dinner and I plan on making soup.  I work to prepare everything but it takes me over two hours.  Once i have everything cooked i realized i used chicken stock for the soup but one of my friends is vegetarian.  Rather than making new soup, i leave it as it is.  When the people come over i tell them i used vegetable broth rather than being honest. As we sit down to eat, i see my friend eating the soup and feel terrible that i've lied about the food.",2.02,1.46,1,1.63,6.01,5.03,5407,4/10/16 18:50
459,2,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,1,"I am on my out of town on a business trip. I am running late and if miss my flight I will miss a meeting I need to be later that afternoon. I see a person struggling with a suitcase and briefly think about helping them. But then I reliaze if I stop to help them it would cause me enough to miss my flight, which could cause me to miss my meeting later that afternoon, and then have negative consequences for my job.  I feel justified at this because I need this job to take care of my family and I can't risk to help a stranger ",6.01,5.02,1,6.92,5.98,5.97,7796,4/10/16 18:51
27,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,0,"A customer asks me a car saleman if the ford he is looking at has any flaws or problems.  I tell him no.  It is in top shape.  I need to sell cars and after the customer buys it, I know he can bring it back and get it repaired at our sho",5.79,3.16,1,2.67,3.73,6.41,22755,4/10/16 18:52
422,0,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was unjustified, and feel bad a",1,1,"I get my food and sit down in the cafeteria with my friend.  I take the last available seat.  I look across the cafeteria and see a person sitting alone.  That person comes over to our table and asks to sit down but i explain there are no more available seats. I feel bad for saying they can't sit with us, but there's nowhere for them to sit.",4.99,3.49,1,5.47,4.97,5.5,5048,4/10/16 18:53
459,2,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",4,1,"I am talking to my boss about my co workers performance and know if I tell him any good things about him it will hurt my performance. I justify only telling my boss the bad things, because I feel it is my co-works duty to tell the boss his good points not mine. Also I figure when the boss ask him about me he won't be telling the boss my good points, which put me at a disadvantage.  ",2.99,3.03,1,3.02,4.99,5.11,6497,4/10/16 18:55
27,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",5,0,"I wake up to my baby crying.  I can tell by the cry that he wants his diaper changed.  I am awake but I pretend I am not.  My husband hears the baby and gets up to change the behavior.  I don't feel bad about it, because my husband rarely changes the baby in the middle of the night. I feel completely justified.",2.11,6.2,1,6.55,5.22,6.16,14571,4/10/16 18:55
422,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,1,"I board the crowded train and realize there are very few seats left.  After searching for a few minutes I see an available seat.  As i'm getting ready to sit down, I see an elderly with a can searching for seat.  Knowing there may not be any other seats left fro the elderly man, i sit down anyway.  When he walks by me, I feel terrible knowing there may not be any other seats available. ",1.47,1.01,1,1.21,5.98,5.74,4386,4/10/16 18:57
380,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,1,"I am laying in bed asleep with my wife, when the baby starts to cry. I pretend to remain asleep, because I have orders from my doctor to stay in bed, because of my recent surgery. Not only do I have to stay in bed, but the pain from my surgery is so severe, that it hurts for me to move any part of my body at all. Luckily, my wife is very understanding of this situation, and she silently volunteers to go check on the baby.",2.97,3.02,1,6,7,7,5172,4/10/16 18:57
459,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,1,"I hear the baby cry and roll over looking at the clock. I decide not to get up, because I have a full day at work tomorrow and need the sleep more then my partner.  I think if I act like I don't hear the baby my partner will get up and take care of it and I can back to sleep and therefore be fresh at work tomorrow.  I know my partner needs her sleep also, but think since I have to get up first I am justified sleeping and letting her take care of the baby. ",4.99,3,1,5,5.96,5.98,4392,4/10/16 18:58
176,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,0,"My roommate is struggling with setting up his furniture that he had bought at Ikea weeks ago.  She has been putting setting it off for weeks and on numerous occasions I asked if I could help her, but she always said she would do it later.  Now, that she decides she wants to put it together I can't help her, because I have other plans. I don't feel guilty, because I offered to help before.",1.41,3.04,1,5.96,6.3,6.01,14703,4/10/16 18:58
27,2,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",7,0,"I am cooking dinner for 5 guests.  I forget that one of my guests is a vegetarian and I have made soup for them.  I only have five minutes before the guests are scheduled to arrive.  I don't have anything else that I can serve, so when the guest asked what kind of soup it is, I say vegetarian.  I feel it would't kill her to eat me",2.94,1.83,1,4.93,5.87,6.7,22036,4/10/16 18:59
380,2,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",3,1,"I am approaching the theatre to buy a movie ticket, when I notice that the line at the ticket counter is very long. I notice that at the front of the line is my long lost twin brother, who I haven't seen in 20 years. I approach him at the front of the line to catch up. As we're talking, the line advances, and in the process I am able to get a ticket.",1,7,3,4.48,7,6.86,7184,4/10/16 19:00
