subject,condition,story_id,story,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
236,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,When the customer asked if the car has any flaws I told them that it didn't because I am currently at risk of losing my job if I do not make a sale. I thought that making the sale and keeping ,1.1,1.01,1,1.1,5.97,6.02,6259,3/28/16 17:05
129,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"Set rhymes with bet, met, let, fret. Bar rhymes with car, star, tar. Feel rhymes with steel, meal, deal, reel. Ask rhymes with bask, flask, mask, task. Help rhymes with yelp. Out rhymes with bout, clout.",1,4,0,0,0,0,18261,3/28/16 17:07
124,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"An elderly woman who can't walk properly seems sick an unwell. Nobody else wants to get out of their seat, but I'm so tired from running to catch the train that I take the seat myself. As I catch my breath, I see the elderly woman struggling to stand upright on the train. I feel shame for not offering my seat to her.",2.34,1,1,2.61,5.49,6.01,34289,3/28/16 17:07
236,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,I have just broken my leg the week before and I am still wearing a cast and using crutches. I take a seat in order to relieve myself. After sitting down I think that I shou,1.09,1.99,1,2.05,7,6.82,13049,3/28/16 17:08
137,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"winner, looking, moth, too, moo, do, wicken, myth, fifth",7,3,0,0,0,0,12669,3/28/16 17:09
572,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"who, knew, beats, feats, bit, hit, stink, wink, sad, tad,",2.07,2,0,0,0,0,7469,3/28/16 17:09
129,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"Middle rhymes with fiddle, diddle, piddle. Bad rhymes with fad, lad, mad, glad, clad. Night rhymes with might, sight, flight, blight. About rhymes with amount. Crying rhymes with flying, dying, frying. Baby rhymes with maybe",4.3,3.3,0,0,0,0,8965,3/28/16 17:10
236,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"in-win, pin, bin, pen fin, spin seats-pleats, beats, treats, meats, sweets table-fable, cable",2.99,3.03,0,0,0,0,12754,3/28/16 17:11
124,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"You rhymes with ""who,"" ""do,"" ""rue,"" ""cue,"" and ""moo."" Car rhymes with ""tar,"" ""bar,"" ""far,"" and ""jar.""",2.23,1,0,0,0,0,68103,3/28/16 17:11
137,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I leave and go to the bar. I drink a beer and start to feel guilty about leaving my friend. I try to forget about it but I can't shake it. I leave and stop at the store, get some more beer to share with my friend. I get home tell her I finished share a beer and help her. ",1.96,1.95,1,3.01,4.98,5.94,10041,3/28/16 17:12
572,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I was looking forward to entertaining that night. I spend a long time making this really awesome soup. Right before I am about to serve it, I remember than Melody is a vegetarian. How annoying is that!? I figure, what the heck, and make a big deal about cooking a delicious vegetable broth meal. Everyone has fun, and then heads home for the night. Although I had fun, I feel terrible later that night.",1.04,2.08,3,2.13,4.04,6.05,8585,3/28/16 17:12
305,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"you: boo, sue, coo are: bar, star, car who: sue, poo, due paid: laid, fade when: bin, tin, ",2.97,2.97,0,0,0,0,13219,3/28/16 17:13
129,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I'm at the theater downtown off of Fifth Ave. Traffic was really bad so I was later then I wanted to be. Since I knew someone already in line I talked to them and cut in with them. While I was walking to my seat I knew that there were other people now who wouldn't get in to see the movie because of what I did and felt bad about it. I know it wasn't right but what's done is done.,1,2.51,1,1,6.98,7,7919,3/28/16 17:13
124,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"Broth rhymes with ""moth,"" and ""cloth."" One rhymes with ""ton,"" ""fun,"" ""run,"" ""sun,"" ""gun,"" and ""pun.""  ",4.56,3.64,0,0,0,0,45202,3/28/16 17:15
572,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"hit, bit, lit, he, bee, fee, beat, heat, wheat, seal, reel, heel, snout, route, ",1.13,2.94,0,0,0,0,12987,3/28/16 17:15
137,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"wade, maid, laid, fade, ",3,1.08,0,0,0,0,24008,3/28/16 17:15
305,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,I hop on the train to work and i see an empty seat and i also catch a glimpse of an elderly person searching for a seat near me. I am hurry to sit down so they don't try to take my seat. Its a long train ride and i do not want to be standing and falling all over everyone. While i do think i should have let the elderly person have the seat i feel someone else will give up their seat for the ,2.03,2.03,1,2,6.04,6.05,8420,3/28/16 17:16
129,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I am at the airport, traffic was crazy out on the roads to get here so Im already late as it is. I see a lady with a huge suitcase that seems like she could use some help but I know that I'm running late so I look away and walk past here with the hopes that she doesn't try to actually talk to me. I make it past here but as I'm walking away I know that I was wrong to do that because people should help whenever they can even if it means inconveniencing themselves.",7,2.19,1,3.18,6.24,7,5131,3/28/16 17:16
